apt_name,apt_address,apt_coordinates,apt_score,university_name,university_coordinates,university_score,supermarket_name,supermarket_coordinates,supermarket_score,gas_station_name,gas_station_coordinates,gas_station_score,gym_name,gym_coordinates,gym_score,subway_station_name,subway_station_coordinates,subway_station_score,bus_station_name,bus_station_coordinates,bus_station_score,drugstore_name,drugstore_coordinates,drugstore_score,pharmacy_name,pharmacy_coordinates,pharmacy_score,convenience_store_name,convenience_store_coordinates,convenience_store_score,restaurant_name,restaurant_coordinates,restaurant_score,police_name,police_coordinates,police_score,park_name,park_coordinates,park_score,cafe_name,cafe_coordinates,cafe_score,bank_name,bank_coordinates,bank_score
Capitol View Apartments,685 University Ave Atlanta GA 30310,"(33.7175979, -84.423912)",0.08249668312021001,Atlanta Metropolitan State College,"(33.7096749, -84.40456809999999)",0.07204972694983866,Family Dollar,"(33.7132622, -84.4386207)",0.02763720947984605,Chevron,"(33.7218436, -84.4081085)",0.0381694002160679,Salvation Army Kroc Atlanta,"(33.7288889, -84.4075)",0.040491988274091034,Oakland City Transit Station,"(33.71694739999999, -84.4251386)",0.002915433154986931,Oakland City Station,"(33.71740699999999, -84.426301)",0.016034882352428118,None,None,nan,"Kenda K. Jefferson, RPH","(33.70701259999999, -84.4306101)",0.06255048230639738,Chevron,"(33.7218436, -84.4081085)",0.0381694002160679,Wings & Seafood,"(33.72167129999999, -84.4084357)",0.04019998187679121,None,None,nan,The Rev. James Orange Park at Oakland City,"(33.7193281, -84.4297931)",0.03935834759232358,Cafecito,"(33.7196868, -84.4179051)",0.020301851950710176,Associated Credit Union,"(33.70856349999999, -84.42949329999999)",0.06360269194641499
Glen Lake,6901 Glenlake Pky NE Atlanta GA 30328,"(33.9440591, -84.3637753)",0.0,The Art Institute of Atlanta,"(33.9360949, -84.35529179999999)",0.0,Publix Super Market at Abernathy Square Shopping Center,"(33.9350205, -84.3777429)",0.0,Shell,"(33.9549361, -84.36445049999999)",0.0,LA Fitness,"(33.9329462, -84.3498888)",0.0,North Springs,"(33.9450544, -84.357198)",0.0,North Springs Station,"(33.9451738, -84.3572375)",0.0,Walgreens,"(33.9605136, -84.3662523)",0.0,"Anuj A. Patel, PharmD","(33.9378447, -84.3608181)",0.0,Walgreens,"(33.9605136, -84.3662523)",0.0,Nori Nori,"(33.9375688, -84.3791177)",0.0,None,None,nan,None,None,nan,Starbucks,"(33.936663, -84.377726)",0.0,Reliance Trust,"(33.93437619999999, -84.3523975)",0.0
Ford Factory Lofts,699 Ponce De Leon Ave NE Atlanta GA 30308,"(33.7729125, -84.3640416)",0.15059504683679942,Physician's Education Group,"(33.7623748, -84.37149289999999)",0.09191294242821532,Whole Foods Market,"(33.7752338, -84.3658288)",0.04818199134454102,Boulevard Food Mart,"(33.7643807, -84.37236419999999)",0.07250168088526195,X3 Sports - Inman Park,"(33.76208309999999, -84.35991419999999)",0.09542368573002655,Inman Park/Reynoldstown Station,"(33.7577002, -84.3525767)",0.08099859029955148,Inman Park/Reynoldstown Station - North Loop,"(33.757726, -84.353409)",0.09510935174061444,Walgreens,"(33.7707331, -84.3812556)",0.13104385441782343,"Rhonda L. Martin, PharmD","(33.7628483, -84.3730977)",0.09928786360112989,Walgreens,"(33.7707331, -84.3812556)",0.13104385441782343,Mary Mac's Tea Room,"(33.7728318, -84.3800002)",0.11105367004525406,AK Security Services,"(33.761674, -84.35974999999999)",0.11058375518646342,"Martin Luther King, Jr. National Historical Park","(33.7572984, -84.3735856)",0.10528908672769477,Krispy Kreme,"(33.7721835, -84.37808559999999)",0.07154966811392634,Wells Fargo Bank,"(33.77406080000001, -84.36583019999999)",0.04789826673353014
HERE Atlanta Student Apartments,699 Spring St Atlanta GA 30308,"(33.77373890000001, -84.3885475)",0.9299513052923519,Georgia Institute of Technology,"(33.77561779999999, -84.39628499999999)",0.2580170697984849,Publix Super Market at The Plaza Midtown,"(33.7804802, -84.388809)",0.15617453200868878,Boulevard Food Mart,"(33.7643807, -84.37236419999999)",0.303397918328206,LA Fitness,"(33.77744300000001, -84.38912309999999)",0.14657768501035154,North Avenue Transit Station,"(33.7717014, -84.3870393)",0.24648362504666302,West Peachtree St at Peachtree Pl,"(33.78061, -84.38733700000002)",0.14657768501035154,Walgreens,"(33.7707331, -84.3812556)",0.3615093167351057,"Vincent M. Poteet, PharmD","(33.7684926, -84.38611739999999)",0.3615093167351057,Walgreens,"(33.7707331, -84.3812556)",0.3615093167351057,Hyatt Regency Atlanta,"(33.7613755, -84.38735559999999)",0.44661290869682324,Atlanta Police Department Zone 5,"(33.7598152, -84.3892717)",0.4252464031163899,Central Park,"(33.7690342, -84.37593869999999)",0.2922940359504555,Barnes & Noble at Georgia Tech,"(33.7766667, -84.38861109999999)",0.14657768501035154,Chase Bank,"(33.7698045, -84.3815054)",0.427238283414216
Bell Perimeter Center,70 Perimeter Ctr E Atlanta GA 30346,"(33.9232402, -84.3351289)",0.0,Chamberlain University College of Nursing,"(33.9120407, -84.35200499999999)",0.0,Publix Super Market at Perimeter,"(33.9200151, -84.35272239999999)",0.0,Costco Gas Station,"(33.928764, -84.352868)",0.0,LA Fitness,"(33.9329462, -84.3498888)",0.0,Dunwoody,"(33.9212654, -84.34435669999999)",0.0,Dunwoody,"(33.9212654, -84.34435669999999)",0.0,Walmart Pharmacy,"(33.9331393, -84.33326339999999)",0.0,"Kenneth A. Kwarteng, RPH","(33.9197852, -84.35269339999999)",0.0,Exxon,"(33.9241264, -84.3373713)",0.0,McKendrick's Steak House,"(33.9244523, -84.33540819999999)",0.0,Marshal Inc,"(33.9170665, -84.349352)",0.0,Murphey Candler Park,"(33.9126348, -84.324378)",0.0,Barnes & Noble,"(33.92625, -84.34331159999999)",0.0,SunTrust,"(33.9275556, -84.3428993)",0.0
Inman Woods,70 Spruce St Atlanta GA 30307,"(33.7560213, -84.36172169999999)",0.26439951078762114,Physician's Education Group,"(33.7623748, -84.37149289999999)",0.10620916193685406,Publix Super Market at Ponce,"(33.77283429999999, -84.3542849)",0.17315488544441054,Boulevard Food Mart,"(33.7643807, -84.37236419999999)",0.10132964581448076,X3 Sports - Inman Park,"(33.76208309999999, -84.35991419999999)",0.10545094449382827,King Memorial Transit Station,"(33.7499506, -84.3755863)",0.1505722253114586,Inman Park/Reynoldstown Station - North Loop,"(33.757726, -84.353409)",0.10889504852055629,CVS,"(33.7407548, -84.3675947)",0.22243624042041776,"Rhonda L. Martin, PharmD","(33.7628483, -84.3730977)",0.11555304184520537,Savi Provisions,"(33.7623383, -84.3577923)",0.09486787341303105,The Vortex,"(33.7662559, -84.3492199)",0.14357319370959098,AK Security Services,"(33.761674, -84.35974999999999)",0.11946676435635524,"Martin Luther King, Jr. National Historical Park","(33.7572984, -84.3735856)",0.07900782688459083,Barnes & Noble,"(33.7577778, -84.34888889999999)",0.1744589623325599,Bank of America (with Drive-thru ATM),"(33.7425258, -84.34855499999999)",0.21848039177577383
Camden Phipps,700 Phipps Blvd NE Atlanta GA 30326,"(33.8546407, -84.3660809)",0.0021605847845445974,Medical Management Institute (MMI),"(33.85208099999999, -84.3663352)",0.000839905836750705,Publix Super Market at Lenox Marketplace,"(33.8509984, -84.3597748)",0.0016032717363890152,Shell,"(33.8562767, -84.3828766)",0.007390990810404474,LA Fitness,"(33.8441207, -84.374043)",0.040069665939787266,Lenox,"(33.8451145, -84.35867139999999)",0.0019083223185737018,Buckhead Station,"(33.84731039999999, -84.36745479999999)",0.0015271015213649173,Walgreens,"(33.85516, -84.38311639999999)",0.011370280404273809,Kroger Pharmacy,"(33.8454096, -84.3742781)",0.0009926159888871968,Walgreens,"(33.85516, -84.38311639999999)",0.011370280404273809,Jason's Deli,"(33.846489, -84.37436579999999)",0.0009926159888871968,Atlanta Police Department Lenox Mall Mini Precinct,"(33.8461774, -84.3615644)",0.0022517352998366593,"Local Roots, Inc.","(33.8486731, -84.37331309999999)",0.0009926159888871968,Bistro Niko,"(33.84664639999999, -84.3688437)",0.0011835036790578117,Bank of America Financial Center,"(33.8502328, -84.3640217)",0.001603456597433163
Briarcliff Apartments,7000 Briarcliff Gables Cir Atlanta GA 30329,"(33.8304337, -84.3256079)",0.0,Catapult Acting Studios,"(33.8352663, -84.3241594)",0.0,El Progreso Supermarket,"(33.8371865, -84.33504219999999)",0.0,bp,"(33.8415871, -84.31414430000001)",0.0,Athletic Club Northeast,"(33.8237886, -84.337858)",0.0,None,None,nan,Lavista Rd NE & Briarcliff Rd NE,"(33.815615, -84.334896)",0.0,Walgreens,"(33.8282941, -84.32993080000001)",0.0,CVS Pharmacy,"(33.8283815, -84.32439579999999)",0.0,Walgreens,"(33.8282941, -84.32993080000001)",0.0,Cafe Bombay,"(33.8284201, -84.32701709999999)",0.0,None,None,nan,Historic Preservation Division- Georgia Department of Natural Resources,"(33.82685819999999, -84.3425348)",9.954561780824274e-06,Cafe Bombay,"(33.8284201, -84.32701709999999)",0.0,Navy Federal Credit Union,"(33.82683060000001, -84.3327016)",0.0
Highland Walk Apartments,701 NE Highland Ave Atlanta GA 30312,"(33.760912, -84.3646466)",0.26439951078762114,Graduate School Usda,"(33.7611653, -84.3856723)",0.2504070983361346,Whole Foods Market,"(33.7752338, -84.3658288)",0.10087351020623983,Boulevard Food Mart,"(33.7643807, -84.37236419999999)",0.0647844308538662,X3 Sports - Inman Park,"(33.76208309999999, -84.35991419999999)",0.04557514994784666,King Memorial Transit Station,"(33.7499506, -84.3755863)",0.12808903245122608,Inman Park/Reynoldstown Station - North Loop,"(33.757726, -84.353409)",0.15140586075581894,Walgreens,"(33.7707331, -84.3812556)",0.09792228864664494,"Rhonda L. Martin, PharmD","(33.7628483, -84.3730977)",0.07446606323681268,Walgreens,"(33.7707331, -84.3812556)",0.09792228864664494,The Vortex,"(33.7662559, -84.3492199)",0.12449991764072596,AK Security Services,"(33.761674, -84.35974999999999)",0.056063279450107875,"Martin Luther King, Jr. National Historical Park","(33.7572984, -84.3735856)",0.05928218622689991,Barnes & Noble,"(33.7577778, -84.34888889999999)",0.16500388957098344,Wells Fargo Bank,"(33.77406080000001, -84.36583019999999)",0.09526775595817004
The GoodWynn at Town Brookhaven by ARIUM,705 Town Blvd Atlanta GA 30319,"(33.8697853, -84.3369117)",0.0,Oglethorpe University,"(33.8761916, -84.33471279999999)",0.0,Publix Super Market at Town Brookhaven,"(33.87021729999999, -84.3344001)",0.0,Costco Gas Station,"(33.8732675, -84.3362063)",0.0,LA Fitness,"(33.8721352, -84.3345665)",0.0,Brookhaven-Oglethorpe Station,"(33.86001089999999, -84.3393545)",0.0,Brookhaven/Oglethorpe Station,"(33.86025, -84.339147)",0.0,Walgreens,"(33.85709799999999, -84.34307179999999)",0.0,Kroger Pharmacy,"(33.85642, -84.34468299999999)",0.0,Chevron,"(33.8667889, -84.3363081)",0.0,Mellow Mushroom Atlanta - Brookhaven,"(33.8613243, -84.3400726)",0.0,None,None,nan,Clack's Corner Park,"(33.8573151, -84.3313652)",0.0,Dunkin',"(33.8608795, -84.340324)",0.0,Wells Fargo Bank,"(33.8581214, -84.3437791)",0.0
Cortland at Phipps Plaza,707 Park Ave NE Atlanta GA 30326,"(33.8549733, -84.36122879999999)",0.0021605847845445974,Medical Management Institute (MMI),"(33.85208099999999, -84.3663352)",0.0013785501496149913,Publix Super Market at Lenox Marketplace,"(33.8509984, -84.3597748)",0.0018630193396074078,Total Breakthrough Center,"(33.8467351, -84.3588468)",0.0026260155171574204,LA Fitness,"(33.8441207, -84.374043)",0.04049377763854919,Lenox,"(33.8451145, -84.35867139999999)",0.002244609858904488,Buckhead Station,"(33.84731039999999, -84.36745479999999)",0.002065745834229202,CVS,"(33.8533444, -84.3586985)",0.0023585878898744125,Kroger Pharmacy,"(33.8454096, -84.3742781)",0.001416727687649114,CVS,"(33.8533444, -84.3586985)",0.0023585878898744125,Maggiano's Little Italy,"(33.84832859999999, -84.3674279)",0.0022831571190269065,Atlanta Police Department Lenox Mall Mini Precinct,"(33.8461774, -84.3615644)",0.002969428498420378,"Local Roots, Inc.","(33.8486731, -84.37331309999999)",0.001416727687649114,Bistro Niko,"(33.84664639999999, -84.3688437)",0.002359512195095152,Bank of America Financial Center,"(33.8502328, -84.3640217)",0.0019893907581609565
The Kirkwood Apartments,71 Howard St SE Atlanta GA 30317,"(33.7505157, -84.32412839999999)",0.04587044895721505,Emory University,"(33.7538407, -84.3345604)",0.025916765943110792,Publix Super Market at East Lake,"(33.7386369, -84.3131805)",0.023935099279428947,Chevron,"(33.7477103, -84.3266309)",0.009726371243008586,East Lake Family YMCA,"(33.7461655, -84.3150141)",0.008974428887660108,Edgewood-Candler Park Station,"(33.7619456, -84.3396393)",0.018138693720403557,East Lake Station - South Loop,"(33.764534, -84.31272)",0.013367074868390318,None,None,nan,Genoa Healthcare,"(33.75285729999999, -84.3267997)",0.01621061873834765,Chevron,"(33.7477103, -84.3266309)",0.009726371243008586,Sun in My Belly,"(33.764022, -84.31650400000001)",0.013366084176416066,Atlanta Police Department Zone 6,"(33.7509417, -84.3213504)",0.010536902179925969,Edgewood Community Learning Garden,"(33.7552016, -84.3383758)",0.022253861215844377,Sun in My Belly,"(33.764022, -84.31650400000001)",0.013366084176416066,Wells Fargo Bank,"(33.73973, -84.312349)",0.030150835019844665
Rutherford Glen,7100 Dawson Blvd Atlanta GA 30340,"(33.9024266, -84.2396997)",0.0,Stephenson Equipment Co,"(33.899166, -84.25295899999999)",0.0,None,None,nan,QuikTrip,"(33.9025217, -84.2456241)",0.0,Ultimate 48 PERFORMANCE,"(33.8914217, -84.2547632)",0.0,None,None,nan,None,None,nan,None,None,nan,None,None,nan,QuikTrip,"(33.9025217, -84.2456241)",0.0,Subway,"(33.898924, -84.2514456)",0.0,STOP Inc.,"(33.9002922, -84.2426972)",0.0,Pleasantdale Park,"(33.8921787, -84.2327816)",0.0,MILKTEA FLAVOUR,"(33.9062921, -84.2215578)",0.0,None,None,nan
Gardenside at the Villages of East Lake,711 Fayetteville Rd Atlanta GA 30316,"(33.73684, -84.3145566)",0.0586279470295199,Awesome Art,"(33.7366044, -84.3357992)",0.045160533606227536,Publix Super Market at East Lake,"(33.7386369, -84.3131805)",0.023826987004926917,Chevron,"(33.739538, -84.3265771)",0.03701393802343079,East Lake Family YMCA,"(33.7461655, -84.3150141)",0.037994520482886054,None,None,nan,None,None,nan,Walmart Pharmacy,"(33.7190179, -84.31294849999999)",0.024031332704617825,Publix Pharmacy at East Lake,"(33.7386923, -84.31323259999999)",0.027970810831870727,Chevron,"(33.739538, -84.3265771)",0.03701393802343079,Subway,"(33.71906999999999, -84.3128454)",0.024031332704617825,Atlanta Police Department Zone 6,"(33.7509417, -84.3213504)",0.036786400360230724,Oakview I Park,"(33.7492457, -84.3187379)",0.03752299015013771,Dulce Vegan Bakery & Cafe,"(33.7514008, -84.3223572)",0.04512747489577874,Woodforest National Bank,"(33.7191826, -84.31226629999999)",0.024031332704617825
Taco Town Apartments,714 Bryan St SE Atlanta GA 30312,"(33.7445557, -84.3641038)",0.2733489093237684,Beulah Heights University,"(33.7368983, -84.3578094)",0.12551810027748672,Publix Super Market at Madison Yards,"(33.7458821, -84.3573905)",0.08871852356411729,Chevron,"(33.7445325, -84.36846109999999)",0.04258999873475182,Snap Fitness Atlanta (Glenwood Park),"(33.7398722, -84.35805409999999)",0.07628824903583069,King Memorial Transit Station,"(33.7499506, -84.3755863)",0.1260349631660228,King Memorial Station,"(33.749978, -84.37588099999999)",0.13650227888178054,CVS,"(33.7407548, -84.3675947)",0.09572083304701512,"Rajesh Naik, RPh","(33.75402149999999, -84.379914)",0.3354325334291743,Intown Market & Deli,"(33.74997500000001, -84.376891)",0.08416570030299186,Six Feet Under Pub & Fish House,"(33.746638, -84.372824)",0.05276375315571866,Atlanta Police Department Zone 3,"(33.7306219, -84.37344499999999)",0.11093917739379805,"Martin Luther King, Jr. National Historical Park","(33.7572984, -84.3735856)",0.18307133039577964,Home grown GA Restaurant,"(33.7466849, -84.35588140000002)",0.05555989061829131,Bank of America (with Drive-thru ATM),"(33.7425258, -84.34855499999999)",0.10883634013623633
Avia At North Springs Apartment Homes,7150 W Peachtree Dunwoody Rd NE Atlanta GA 30328,"(33.9486357, -84.35573670000001)",0.0,The Art Institute of Atlanta,"(33.9360949, -84.35529179999999)",0.0,The Fresh Market,"(33.948709, -84.334769)",0.0,bp,"(33.94565559999999, -84.33454689999999)",0.0,LA Fitness,"(33.9329462, -84.3498888)",0.0,North Springs,"(33.9450544, -84.357198)",0.0,North Springs Station,"(33.9451738, -84.3572375)",0.0,Walgreens,"(33.9605136, -84.3662523)",0.0,"Anuj A. Patel, PharmD","(33.9378447, -84.3608181)",0.0,Walgreens,"(33.9605136, -84.3662523)",0.0,Paris Bistro,"(33.93437619999999, -84.3523975)",0.0,None,None,nan,North Fulton Annex Community Garden,"(33.9656957, -84.3621499)",0.0,Starbucks,"(33.949342, -84.335786)",0.0,Reliance Trust,"(33.93437619999999, -84.3523975)",0.0
Ashley West End,717 SW Lee St Atlanta GA 30310,"(33.7350201, -84.4149199)",0.12887831935389393,Spelman College,"(33.7451953, -84.41143749999999)",0.087076161344045,Family Dollar,"(33.7397043, -84.41830159999999)",0.03871376331063608,Exxon,"(33.7418389, -84.4084312)",0.10082920882484765,Salvation Army Kroc Atlanta,"(33.7288889, -84.4075)",0.10697536011259882,West End Station,"(33.7360272, -84.413664)",0.025050082142176286,West End Station,"(33.73593, -84.4136164)",0.025050082142176286,CVS,"(33.73839669999999, -84.4174087)",0.04554560389486598,"Corine T. Ferebee, PharmD","(33.73665819999999, -84.4164048)",0.03643648311589278,West End Stop N Shop,"(33.733587, -84.41449519999999)",0.05110168703106808,Krispy Kreme,"(33.7378291, -84.41587969999999)",0.03188192272640618,Spelman College Police Department,"(33.7453391, -84.413082)",0.054158220030712405,Adair Park II,"(33.7320493, -84.41168569999999)",0.11231401758782485,Krispy Kreme,"(33.7378291, -84.41587969999999)",0.03188192272640618,Credit Union of Atlanta,"(33.7377256, -84.4079399)",0.08261096726690123
Hawthorne Gates,7200 Peachtree Dunwoody Rd NE Atlanta GA 30328,"(33.9514117, -84.3565052)",0.0,The Art Institute of Atlanta,"(33.9360949, -84.35529179999999)",0.0,Publix Super Market at Trowbridge Crossing,"(33.9609611, -84.3638939)",0.0,Shell,"(33.9549361, -84.36445049999999)",0.0,Northpark Towncenter,"(33.9342591, -84.3541209)",0.0,North Springs,"(33.9450544, -84.357198)",0.0,North Springs Station,"(33.9451738, -84.3572375)",0.0,Walgreens,"(33.9605136, -84.3662523)",0.0,"Anuj A. Patel, PharmD","(33.9378447, -84.3608181)",0.0,Walgreens,"(33.9605136, -84.3662523)",0.0,Paris Bistro,"(33.93437619999999, -84.3523975)",0.0,None,None,nan,North Fulton Annex Community Garden,"(33.9656957, -84.3621499)",0.0,Starbucks,"(33.949342, -84.335786)",0.0,Reliance Trust,"(33.93437619999999, -84.3523975)",0.0
Dunwoody Ridge Apartments,7227 NE Peachtree Dunwoody Rd Atlanta GA 30328,"(33.9526506, -84.35321909999999)",0.0,The Art Institute of Atlanta,"(33.9360949, -84.35529179999999)",0.0,The Fresh Market,"(33.948709, -84.334769)",0.0,bp,"(33.94565559999999, -84.33454689999999)",0.0,Pure Barre,"(33.9489123, -84.3345567)",0.0,North Springs,"(33.9450544, -84.357198)",0.0,North Springs Station,"(33.9451738, -84.3572375)",0.0,Walgreens,"(33.9605136, -84.3662523)",0.0,"Anuj A. Patel, PharmD","(33.9378447, -84.3608181)",0.0,Walgreens,"(33.9605136, -84.3662523)",0.0,Mellow Mushroom Dunwoody,"(33.9505111, -84.3359547)",0.0,None,None,nan,Dunwoody Park,"(33.9566323, -84.33316719999999)",0.0,Starbucks,"(33.949342, -84.335786)",0.0,Chase Bank,"(33.949746, -84.336623)",0.0
The Park at Riverview Apartments,7350 Campbellton Rd SW Atlanta GA 30331,"(33.6917717, -84.6257967)",0.0025561398885881634,None,None,nan,None,None,nan,bp,"(33.6905907, -84.612858)",0.0036825414243838108,None,None,nan,None,None,nan,None,None,nan,None,None,nan,None,None,nan,bp,"(33.6905907, -84.612858)",0.0036825414243838108,bp,"(33.6905907, -84.612858)",0.0036825414243838108,None,None,nan,MamaearthOne,"(33.6823909, -84.6163919)",0.004463532587362033,Lifestylists Networks LLC,"(33.673858, -84.625098)",0.002428727904929113,None,None,nan
Arrive Buckhead Luxury Apartment Homes,740 Sidney Marcus Blvd NE Atlanta GA 30324,"(33.826184, -84.3638163)",0.17431746460728934,The Creative Circus,"(33.81304599999999, -84.36177599999999)",0.28570790003937613,Trader Joe's,"(33.84095259999999, -84.3749866)",0.1556991365168035,QuikTrip,"(33.82519639999999, -84.3622243)",0.030801899942377853,Atlanta Kick,"(33.83178669999999, -84.3624916)",0.11396702978679804,Lindbergh Center Transit Station,"(33.8231777, -84.3693878)",0.061917342372110606,Lindbergh Ctr Station (N Loop),"(33.823072, -84.36995)",0.05762583536041822,CVS,"(33.8421539, -84.3730168)",0.15411962144731994,CVS Pharmacy,"(33.8240175, -84.3634115)",0.034195632423970536,QuikTrip,"(33.82519639999999, -84.3622243)",0.030801899942377853,Fogo de Chão Brazilian Steakhouse,"(33.8406179, -84.3693892)",0.1773878050433612,Atlanta Police Department Zone 2,"(33.8407317, -84.3726071)",0.14104524278521596,Frankie Allen Park,"(33.8352317, -84.3724361)",0.1650690806701346,Corner Cafe,"(33.8391914, -84.36961149999999)",0.15957488117280652,Bank of America Financial Center,"(33.8262661, -84.366568)",0.033882089936615636
Core at Lindbergh,741 Morosgo Dr NE Atlanta GA 30324,"(33.8221949, -84.3650655)",0.22233291518447296,The Creative Circus,"(33.81304599999999, -84.36177599999999)",0.2753975487905762,Publix Super Market at Cheshire Square,"(33.818479, -84.34902129999999)",0.06309135257845394,QuikTrip,"(33.82519639999999, -84.3622243)",0.05638404735834483,Atlanta Kick,"(33.83178669999999, -84.3624916)",0.12999506473269673,Lindbergh Center Transit Station,"(33.8231777, -84.3693878)",0.047143477375631467,Lindbergh Station - South Loop/Lindbergh Dr,"(33.82136550000001, -84.3690386)",0.06678659294881126,CVS,"(33.81941679999999, -84.3517813)",0.06832490284966221,CVS Pharmacy,"(33.8240175, -84.3634115)",0.039286231146359554,QuikTrip,"(33.82519639999999, -84.3622243)",0.05638404735834483,The Colonnade,"(33.8092456, -84.3610046)",0.30933290853158607,Marta Police Department,"(33.8199444, -84.3680925)",0.08250108540735507,Frankie Allen Park,"(33.8352317, -84.3724361)",0.1780169256217955,Corner Cafe,"(33.8391914, -84.36961149999999)",0.17252272612446748,Bank of America Financial Center,"(33.8262661, -84.366568)",0.0653110748537033
743 @ Howell Mill,743 Holmes St NW Atlanta GA 30318,"(33.7996721, -84.41244490000001)",0.14109794429208178,Celebrity Actors Studio,"(33.79145880000001, -84.41882389999999)",0.14053543876236638,Publix Super Market at Howell Mill Village,"(33.81024190000001, -84.41469699999999)",0.03204965100516287,bp,"(33.8006312, -84.4257646)",0.0479062967980574,LA Fitness,"(33.7936575, -84.39647)",0.07333350034322784,None,None,nan,Procierge,"(33.7991808, -84.43233359999999)",0.08408735599020477,Walmart Pharmacy,"(33.803135, -84.41160359999999)",0.05485042189141603,Publix Pharmacy In Atlantic Station,"(33.7927067, -84.3979691)",0.0824538579305244,Shell,"(33.8035221, -84.4145606)",0.05983682388154476,FLIP burger boutique,"(33.7983428, -84.4157486)",0.0349048139309011,None,None,nan,Avery Park Property,"(33.7946264, -84.40732899999999)",0.03380754064879849,West Egg Cafe,"(33.7845189, -84.4121053)",0.085626625351373,Wells Fargo Bank,"(33.7915532, -84.3940369)",0.08650537223926653
The Roosevelt Historic Homes,745 Hansell St SE Atlanta GA 30312,"(33.7390197, -84.3634826)",0.2733489093237684,Beulah Heights University,"(33.7368983, -84.3578094)",0.09506651340264176,Publix Super Market at Madison Yards,"(33.7458821, -84.3573905)",0.1319575989680723,Kroger Fuel Center,"(33.7415226, -84.3611426)",0.12075189616423483,Snap Fitness Atlanta (Glenwood Park),"(33.7398722, -84.35805409999999)",0.09247546860044933,King Memorial Transit Station,"(33.7499506, -84.3755863)",0.21909067014652364,Moreland Ave SE & Sanders Ave SE,"(33.7418538, -84.3493599)",0.11465556899176199,CVS,"(33.7407548, -84.3675947)",0.07728121354511025,Inman Park Animal Hospital,"(33.755049, -84.3570446)",0.24641443412273997,Intown Market & Deli,"(33.74997500000001, -84.376891)",0.1667540915677348,Six Feet Under Pub & Fish House,"(33.746638, -84.372824)",0.14058580227834044,Atlanta Police Department Zone 3,"(33.7306219, -84.37344499999999)",0.09455744520079946,Cabbagetown Park,"(33.7493468, -84.3642553)",0.16758484815597421,Home grown GA Restaurant,"(33.7466849, -84.35588140000002)",0.12532587237890708,Bank of America (with Drive-thru ATM),"(33.7425258, -84.34855499999999)",0.12261616688555174
Villas at Princeton,751 Fairburn Rd SW Atlanta GA 30331,"(33.7344751, -84.51105170000001)",0.05313618659213129,Carver Bible College,"(33.72282539999999, -84.5156485)",0.02441182997174546,Publix Super Market at Cascade Crossing Shopping Center,"(33.7248003, -84.5082635)",0.023787752831527717,bp,"(33.72338199999999, -84.50486699999999)",0.026664672669216558,Atlanta Boom Volleyball,"(33.7295003, -84.5039415)",0.05992836102406193,None,None,nan,None,None,nan,Walgreens,"(33.7231737, -84.51051489999999)",0.021475505937742126,Walmart Pharmacy,"(33.728179, -84.50796299999999)",0.024071427860992076,Walgreens,"(33.7231737, -84.51051489999999)",0.021475505937742126,Subway,"(33.7244446, -84.5078735)",0.022567962091736744,None,None,nan,The Doctor's Memorial Park,"(33.740483, -84.5101294)",0.003935104300601997,Starbucks,"(33.722803, -84.506982)",0.023933532284230015,Citizens Trust Bank,"(33.7240419, -84.50962510000001)",0.022567962091736744
755North,755 North Ave NE Atlanta GA 30306,"(33.7705482, -84.3625735)",0.15059504683679942,Physician's Education Group,"(33.7623748, -84.37149289999999)",0.060683234808790364,Whole Foods Market,"(33.7752338, -84.3658288)",0.07773687895937592,Boulevard Food Mart,"(33.7643807, -84.37236419999999)",0.04282577966487838,X3 Sports - Inman Park,"(33.76208309999999, -84.35991419999999)",0.10717830901113297,Inman Park/Reynoldstown Station,"(33.7577002, -84.3525767)",0.0885118107805559,Inman Park/Reynoldstown Station - North Loop,"(33.757726, -84.353409)",0.1061502625818846,Walgreens,"(33.7707331, -84.3812556)",0.11268844576538416,"Rhonda L. Martin, PharmD","(33.7628483, -84.3730977)",0.06514759859476836,Walgreens,"(33.7707331, -84.3812556)",0.11268844576538416,Mary Mac's Tea Room,"(33.7728318, -84.3800002)",0.0947284346056672,AK Security Services,"(33.761674, -84.35974999999999)",0.11207457430472255,"Martin Luther King, Jr. National Historical Park","(33.7572984, -84.3735856)",0.08746941752465831,Krispy Kreme,"(33.7721835, -84.37808559999999)",0.04423704972570333,Wells Fargo Bank,"(33.77406080000001, -84.36583019999999)",0.07716942973735416
